perfume_name,brand_value,main_accord1,main_accord2,main_accord3,season,longevity,rating,voters_num,main_accord1_ratio,main_accord2_ratio,main_accord3_ratio
Jardin d'Hiver,normal,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,SWEETSANDGOURMANDSMELLS,fall,moderate,4.14,14,0.4,0.34,0.25
Kufi,normal,FRUITSVEGETABLESANDNUTS,GREENSHERBSANDFOUGERES,SWEETSANDGOURMANDSMELLS,winter,weak,3.8,5,0.36,0.34,0.3
Matthiola,normal,SPICES,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,summer,long_lasting,4.43,7,0.4,0.36,0.25
Danse Du Shaman,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,RESINSANDBALSAMS,fall,moderate,3.86,36,0.42,0.32,0.25
Gold of Tuva,normal,SPICES,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,4,22,0.41,0.32,0.27
Nuit En Siberie,normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,fall,moderate,3.96,49,0.4,0.3,0.29
Safran De Siberie,normal,FLOWERS,MUSKAMBERANIMALICSMELLS,FLOWERS,spring,long_lasting,3.35,26,0.36,0.34,0.3
Siberie Mon Amour,normal,SPICES,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,long_lasting,3.98,46,0.39,0.37,0.24
Fragrance №06,normal,SPICES,GREENSHERBSANDFOUGERES,SWEETSANDGOURMANDSMELLS,winter,long_lasting,3.8,10,0.43,0.29,0.28
Fragrance №01,normal,WHITEFLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,CITRUSSMELLS,winter,moderate,4.25,4,0.5,0.25,0.25
Fragrance №03,normal,WOODSANDMOSSES,SPICES,GREENSHERBSANDFOUGERES,fall,long_lasting,4.67,6,0.36,0.34,0.31
Fragrance №04,normal,FLOWERS,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,4,8,0.42,0.31,0.27
Fragrance №05,normal,WHITEFLOWERS,WHITEFLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,4.33,6,0.36,0.33,0.31
Fragrance №10,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,fall,eternal,4.6,10,0.38,0.32,0.3
Fragrance №11,normal,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,fall,moderate,4.5,6,0.44,0.34,0.23
Fragrance №12,normal,CITRUSSMELLS,SPICES,WOODSANDMOSSES,summer,long_lasting,5,1,0.36,0.33,0.31
Fragrance №13,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,MUSKAMBERANIMALICSMELLS,summer,moderate,4.5,2,0.35,0.35,0.3
Fragrance №15,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,summer,long_lasting,4.5,2,0.4,0.31,0.29
Fragrance №16,normal,SPICES,SPICES,MUSKAMBERANIMALICSMELLS,fall,long_lasting,3.67,6,0.46,0.3,0.24
Fragrance №17,normal,WOODSANDMOSSES,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,summer,moderate,4,8,0.39,0.32,0.28
Fragrance №18,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,FLOWERS,summer,weak,3.67,3,0.44,0.29,0.27
Fragrance №19,normal,SPICES,SPICES,SWEETSANDGOURMANDSMELLS,fall,long_lasting,4.4,5,0.38,0.32,0.31
Fragrance №20,normal,MUSKAMBERANIMALICSMELLS,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.33,9,0.42,0.3,0.28
Fragrance №21,normal,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,4,3,0.39,0.32,0.29
Fragrance №32,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,GREENSHERBSANDFOUGERES,summer,moderate,4.67,6,0.38,0.34,0.29
Black Beard,normal,SPICES,WOODSANDMOSSES,SPICES,winter,long_lasting,3.5,2,0.39,0.38,0.23
Blue Beard,normal,FLOWERS,GREENSHERBSANDFOUGERES,SPICES,spring,weak,3.6,5,0.35,0.34,0.31
Gray Beard,normal,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,RESINSANDBALSAMS,fall,long_lasting,4,1,0.5,0.26,0.25
Green Beard,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,fall,long_lasting,4.67,3,0.36,0.35,0.29
Red Beard,normal,SPICES,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,winter,weak,3.5,2,0.4,0.31,0.3
Black Coffee,normal,WOODSANDMOSSES,SPICES,SPICES,fall,weak,3.2,5,0.46,0.28,0.26
Di Pralinator,normal,SWEETSANDGOURMANDSMELLS,MUSKAMBERANIMALICSMELLS,SWEETSANDGOURMANDSMELLS,summer,weak,3.83,6,0.4,0.32,0.28
Ice Tea,normal,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,4.25,4,0.36,0.35,0.28
Mineral Water,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.5,2,0.35,0.33,0.33
Vincher Blanc,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,SPICES,spring,long_lasting,4.2,5,0.43,0.36,0.22
Vincher Rouge,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,spring,moderate,4.43,14,0.44,0.34,0.22
Ruby Fougere,normal,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,summer,moderate,4.33,3,0.44,0.32,0.24
Diva Magdalina,normal,MUSKAMBERANIMALICSMELLS,SPICES,RESINSANDBALSAMS,fall,moderate,3.33,3,0.38,0.32,0.3
Kiss Me Red,normal,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,winter,eternal,4.67,3,0.37,0.32,0.31
Oriental Powdre,normal,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,MUSKAMBERANIMALICSMELLS,fall,moderate,4.5,2,0.4,0.33,0.27
Sweet Powdre,normal,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,spring,moderate,4.33,3,0.35,0.35,0.3
Theatre Powdre,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,MUSKAMBERANIMALICSMELLS,FLOWERS,fall,long_lasting,4,4,0.38,0.33,0.3
Opus pour Femme,normal,FRUITSVEGETABLESANDNUTS,FLOWERS,SPICES,summer,moderate,3.62,40,0.39,0.32,0.29
Opus pour Homme,normal,GREENSHERBSANDFOUGERES,CITRUSSMELLS,FLOWERS,summer,moderate,3.33,9,0.38,0.36,0.26
Laundry,normal,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,CITRUSSMELLS,winter,moderate,4.2,5,0.38,0.32,0.3
Pandora #2,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,MUSKAMBERANIMALICSMELLS,spring,moderate,3.67,15,0.4,0.36,0.24
Pandora #3,normal,FLOWERS,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.43,7,0.37,0.33,0.3
Pandora #4,normal,FLOWERS,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,very_weak,3,3,0.48,0.27,0.26
Pandora #5,normal,FLOWERS,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.67,6,0.5,0.26,0.24
Pandora #6,normal,SWEETSANDGOURMANDSMELLS,SPICES,FRUITSVEGETABLESANDNUTS,summer,moderate,4,1,0.4,0.3,0.3
Pandora #7,normal,CITRUSSMELLS,FLOWERS,WOODSANDMOSSES,winter,moderate,4,6,0.34,0.34,0.32
Kristina Orbakaite,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,CITRUSSMELLS,spring,weak,3.57,23,0.35,0.34,0.31
Melon,normal,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,weak,3.67,3,0.34,0.33,0.32
Watermelon,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,winter,long_lasting,2,1,0.35,0.34,0.31
Sexy Vampire,normal,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,winter,weak,3.73,11,0.38,0.34,0.27
Bohemia Midnight,normal,FLOWERS,SPICES,FLOWERS,summer,weak,3,1,0.45,0.33,0.22
Bohemia Moonstone,normal,CITRUSSMELLS,SWEETSANDGOURMANDSMELLS,SPICES,fall,weak,4.5,2,0.35,0.34,0.31
Bohemia Night Dreams,normal,GREENSHERBSANDFOUGERES,SWEETSANDGOURMANDSMELLS,SPICES,winter,long_lasting,4.5,2,0.37,0.34,0.29
Bohemia Excelsior,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,3,2,0.51,0.26,0.23
Bohemia Illusion,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FLOWERS,winter,moderate,4.5,2,0.45,0.35,0.2
Bohemia Magnificence,normal,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,spring,weak,4.33,3,0.42,0.33,0.25
Bohemia Premier Rose,normal,FLOWERS,FLOWERS,MUSKAMBERANIMALICSMELLS,spring,weak,4,1,0.48,0.27,0.26
Gentleman No. 1,normal,CITRUSSMELLS,SPICES,MUSKAMBERANIMALICSMELLS,winter,moderate,4,1,0.37,0.37,0.26
Gentleman No. 4,normal,CITRUSSMELLS,SPICES,SPICES,summer,weak,4,3,0.43,0.29,0.28
Gentleman No. 5,normal,FLOWERS,CITRUSSMELLS,SPICES,winter,moderate,4,2,0.39,0.33,0.29
Gentleman No. 7,normal,WOODSANDMOSSES,CITRUSSMELLS,SPICES,fall,moderate,4.22,9,0.39,0.32,0.29
Mademoiselle No. 1,normal,CITRUSSMELLS,WOODSANDMOSSES,WHITEFLOWERS,spring,weak,3,7,0.39,0.32,0.29
Mademoiselle No. 2,normal,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,summer,weak,2.8,5,0.37,0.32,0.3
Mademoiselle No. 3,normal,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,FLOWERS,spring,weak,3.12,8,0.35,0.33,0.32
Mademoiselle No. 4,normal,SPICES,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,weak,3.71,7,0.37,0.36,0.28
Mademoiselle No. 5,normal,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,spring,moderate,4,5,0.43,0.31,0.26
Mademoiselle No. 6,normal,SPICES,FLOWERS,WOODSANDMOSSES,fall,weak,3.8,5,0.35,0.35,0.3
Mademoiselle No. 7,normal,SPICES,SPICES,SWEETSANDGOURMANDSMELLS,fall,moderate,3.5,12,0.38,0.34,0.29
La Mia Bergamo,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,summer,weak,3.8,10,0.47,0.27,0.26
La Mia Firenze,normal,CITRUSSMELLS,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,winter,eternal,4,3,0.34,0.33,0.33
La Mia Milano,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,SPICES,spring,moderate,4.33,3,0.38,0.36,0.26
La Mia Roma,normal,CITRUSSMELLS,SPICES,FRUITSVEGETABLESANDNUTS,winter,long_lasting,4,7,0.43,0.29,0.28
La Mia Venezia,normal,FLOWERS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,very_weak,4,2,0.4,0.32,0.28
La Mia Verona,normal,SWEETSANDGOURMANDSMELLS,CITRUSSMELLS,WOODSANDMOSSES,spring,weak,3.67,3,0.37,0.34,0.29
Gentleman N. 12,normal,SPICES,GREENSHERBSANDFOUGERES,MUSKAMBERANIMALICSMELLS,winter,moderate,4,1,0.4,0.32,0.28
Gentleman N. 15,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,winter,moderate,4.5,2,0.45,0.28,0.27
Mademoiselle N. 11,normal,FLOWERS,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,eternal,4.5,2,0.42,0.3,0.28
Mademoiselle N. 15,normal,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,summer,very_weak,4.5,2,0.35,0.34,0.3
Mademoiselle N. 17,normal,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,winter,moderate,4,2,0.4,0.31,0.29
Go Go Cherry,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,spring,weak,3.77,13,0.38,0.33,0.29
Go Go Glint,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,FLOWERS,fall,moderate,3.94,16,0.43,0.32,0.24
Go Go Sexy,normal,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,spring,weak,3,8,0.37,0.32,0.31
Go Go Shake,normal,WHITEFLOWERS,CITRUSSMELLS,SPICES,summer,weak,3.17,6,0.45,0.33,0.22
Go Go Vogue,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,winter,very_weak,4.23,13,0.4,0.34,0.26
I'm Sweet Bonny,normal,FRUITSVEGETABLESANDNUTS,FLOWERS,WOODSANDMOSSES,summer,long_lasting,4.33,3,0.39,0.36,0.25
I'm Sweet Kiss,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,WHITEFLOWERS,fall,moderate,4,3,0.36,0.34,0.3
I'm Sweet Pretty,normal,FRUITSVEGETABLESANDNUTS,FLOWERS,SWEETSANDGOURMANDSMELLS,summer,weak,4.29,7,0.4,0.32,0.28
I'm Sweet Sexy,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,spring,moderate,4,5,0.35,0.33,0.32
Kazanski,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,SPICES,spring,weak,4,1,0.46,0.27,0.26
Brilliant Lady,normal,FRUITSVEGETABLESANDNUTS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,very_weak,2.5,2,0.38,0.32,0.29
Ruby Lady,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FLOWERS,spring,very_weak,4,2,0.43,0.32,0.25
Silver Lady,normal,FLOWERS,MUSKAMBERANIMALICSMELLS,FRUITSVEGETABLESANDNUTS,winter,weak,3,5,0.39,0.33,0.28
Man Independent Sunset,normal,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,moderate,4.33,3,0.47,0.28,0.25
Mission,normal,MUSKAMBERANIMALICSMELLS,WHITEFLOWERS,WOODSANDMOSSES,winter,moderate,3.43,7,0.43,0.3,0.26
Mission 1,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,summer,very_weak,3.5,2,0.48,0.27,0.25
Mission 2,normal,MUSKAMBERANIMALICSMELLS,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.75,8,0.36,0.33,0.31
Muse Crystal,normal,WHITEFLOWERS,FLOWERS,WHITEFLOWERS,summer,long_lasting,4,1,0.43,0.36,0.21
Muse Delicate,normal,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,winter,weak,4,2,0.46,0.27,0.27
Muse Floral,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,FLOWERS,fall,weak,4,1,0.38,0.35,0.27
Valencia Orchid,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,FLOWERS,spring,weak,3.8,5,0.41,0.31,0.28
Роза (Rose),normal,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,FLOWERS,winter,very_weak,2,1,0.35,0.33,0.32
AirSeller,normal,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,summer,moderate,3.5,10,0.39,0.34,0.28
Astro Girl,normal,FRUITSVEGETABLESANDNUTS,FLOWERS,WHITEFLOWERS,spring,moderate,4.38,13,0.38,0.31,0.3
Elgomanza,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,MUSKAMBERANIMALICSMELLS,SPICES,winter,moderate,3.33,3,0.35,0.32,0.32
Mirror,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,spring,long_lasting,4.5,6,0.35,0.33,0.32
No Comments,normal,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,summer,long_lasting,4,4,0.42,0.3,0.29
Signal Berry,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,SPICES,spring,moderate,3.67,3,0.4,0.32,0.28
Solaris,normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,WHITEFLOWERS,winter,moderate,4.2,5,0.4,0.3,0.3
Venus Garden,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,5,1,0.46,0.31,0.23
Fougere Russe Русский Фужер,normal,FLOWERS,GREENSHERBSANDFOUGERES,FRUITSVEGETABLESANDNUTS,winter,weak,4,1,0.36,0.35,0.29
Hortensia Гортензия,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WHITEFLOWERS,winter,weak,4,1,0.35,0.34,0.32
Rosa Margo Роза Марго,normal,SPICES,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,winter,weak,2.5,2,0.34,0.33,0.33
Serenity,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,fall,moderate,3.5,26,0.41,0.33,0.26
Indiiskiy Sandal,normal,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,summer,moderate,4.68,25,0.38,0.31,0.31
Vesennie Весенние,normal,MUSKAMBERANIMALICSMELLS,FLOWERS,MUSKAMBERANIMALICSMELLS,spring,eternal,4.38,45,0.36,0.35,0.29
Подмосковные вечера,normal,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,GREENSHERBSANDFOUGERES,summer,eternal,4,2,0.35,0.33,0.32
Golden Blade Eau De Cologne,normal,WOODSANDMOSSES,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,winter,moderate,4,5,0.41,0.3,0.29
Silver Razor Eau De Cologne,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,summer,moderate,3.6,5,0.38,0.35,0.27
Cuvee Abrau,normal,CITRUSSMELLS,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.23,13,0.39,0.31,0.3
For State Historical Museum,normal,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,winter,very_weak,4.4,5,0.43,0.29,0.28
Nastroenie Abrau,normal,CITRUSSMELLS,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,summer,eternal,3.88,8,0.4,0.34,0.27
No. 11,normal,FLOWERS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,very_weak,3.89,9,0.39,0.35,0.26
No. 13,normal,WHITEFLOWERS,WHITEFLOWERS,FLOWERS,spring,moderate,3.8,5,0.39,0.33,0.28
No. 14,normal,MUSKAMBERANIMALICSMELLS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,weak,3,4,0.36,0.34,0.3
No. 15,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,SPICES,fall,long_lasting,3.62,8,0.41,0.3,0.29
No. 17,normal,FLOWERS,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,weak,3.5,2,0.35,0.34,0.31
No. 24,normal,WOODSANDMOSSES,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,winter,long_lasting,4.11,9,0.46,0.27,0.27
No. 28,normal,WHITEFLOWERS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,4.25,4,0.34,0.34,0.32
No. 30,normal,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,SPICES,fall,moderate,3.75,4,0.39,0.31,0.3
No. 32,normal,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,long_lasting,3.57,7,0.42,0.36,0.21
No. 33,normal,WHITEFLOWERS,FLOWERS,SWEETSANDGOURMANDSMELLS,summer,moderate,3.67,3,0.46,0.28,0.26
No. 39,normal,SPICES,WOODSANDMOSSES,WOODSANDMOSSES,winter,long_lasting,3,3,0.36,0.33,0.31
No. 41,normal,WOODSANDMOSSES,WOODSANDMOSSES,SPICES,winter,long_lasting,3.33,3,0.42,0.34,0.23
No. 45,normal,CITRUSSMELLS,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,summer,long_lasting,4.25,4,0.41,0.37,0.22
No. 48,normal,SPICES,SPICES,GREENSHERBSANDFOUGERES,winter,weak,4,2,0.38,0.32,0.3
No. 5,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,fall,eternal,3.75,4,0.37,0.36,0.27
No. 52,normal,GREENSHERBSANDFOUGERES,SWEETSANDGOURMANDSMELLS,SPICES,winter,moderate,4.5,4,0.39,0.34,0.27
No. 56,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,weak,4.67,3,0.43,0.29,0.28
No. 57,normal,SPICES,SPICES,WOODSANDMOSSES,winter,moderate,4,4,0.37,0.35,0.28
No. 7,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,GREENSHERBSANDFOUGERES,summer,eternal,4.33,3,0.41,0.31,0.28
No. 75,normal,SPICES,MUSKAMBERANIMALICSMELLS,SPICES,winter,long_lasting,3.88,8,0.38,0.32,0.3
No. 89,normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,winter,moderate,4,3,0.34,0.34,0.33
No. 9,normal,SWEETSANDGOURMANDSMELLS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,3.55,11,0.39,0.32,0.29
No. 92,normal,SPICES,GREENSHERBSANDFOUGERES,FLOWERS,winter,eternal,4.14,7,0.38,0.31,0.31
Sergey Gubanov For Him,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,SPICES,fall,very_weak,3.25,4,0.46,0.28,0.26
Costume,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,summer,very_weak,4,1,0.36,0.33,0.31
Green,normal,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,spring,weak,4,2,0.38,0.36,0.26
Heart,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,very_weak,3.5,6,0.45,0.3,0.25
Play,normal,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,fall,moderate,4.5,2,0.4,0.3,0.3
Rain,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,GREENSHERBSANDFOUGERES,spring,weak,3.67,3,0.34,0.34,0.31
Rich,normal,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,fall,moderate,4.38,8,0.42,0.34,0.24
Romanof,normal,WOODSANDMOSSES,SPICES,FRUITSVEGETABLESANDNUTS,fall,weak,4,5,0.35,0.33,0.32
Start,normal,GREENSHERBSANDFOUGERES,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,weak,4.67,3,0.45,0.28,0.27
Tonic,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,spring,very_weak,3,6,0.38,0.32,0.31
Whiff,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,SPICES,winter,moderate,2,2,0.41,0.31,0.28
1 PRIMUM,normal,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,3.4,5,0.39,0.31,0.3
9 NONUM,normal,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,winter,long_lasting,4.2,5,0.36,0.32,0.32
L'Obsession (Страсть),normal,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,winter,weak,3.25,4,0.45,0.28,0.27
La Force (Сила),normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,CITRUSSMELLS,fall,moderate,4,10,0.36,0.34,0.3
La Liberte (Свобода),normal,SPICES,GREENSHERBSANDFOUGERES,MUSKAMBERANIMALICSMELLS,fall,moderate,4.5,14,0.49,0.27,0.24
Dynamique,normal,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.43,7,0.42,0.29,0.29
Evolucion,normal,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,summer,moderate,4,3,0.36,0.34,0.3
Altai,normal,WHITEFLOWERS,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,summer,moderate,3.67,33,0.41,0.3,0.3
Olkhon,normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,4.14,22,0.35,0.34,0.32
Taiga,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,FRUITSVEGETABLESANDNUTS,fall,very_weak,3.81,21,0.45,0.33,0.22
Accordance Intense,normal,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,fall,moderate,4,2,0.4,0.32,0.28
Solveig - Сольвейг,normal,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,WHITEFLOWERS,winter,weak,4,2,0.35,0.34,0.32
Кубанская весна Kubanskaya vesna,normal,FLOWERS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,4.5,2,0.38,0.31,0.31
Pour Elle 1,normal,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,FLOWERS,spring,weak,3.33,12,0.45,0.27,0.27
Pour Elle 2,normal,WOODSANDMOSSES,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,4.08,12,0.36,0.34,0.31
Pour Elle 3,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,very_weak,3.33,3,0.4,0.32,0.29
